NAME,B01003_001E,B19013_001E,B25077_001E,B25024_002E,B25024_003E,B25024_004E,B25024_005E,B25024_006E,B25024_007E,B25024_008E,B25024_001E,state,place
"Ronald CDP, Washington",158,-666666666,-666666666,149,0,0,0,0,0,0,217,53,59635
"Roosevelt CDP, Washington",151,29375,69000,14,5,17,0,0,0,6,57,53,59705
"Rosalia town, Washington",598,54375,131300,243,0,0,8,19,0,0,300,53,59775
"Rosburg CDP, Washington",381,-666666666,218300,196,0,0,0,0,0,0,227,53,59845
"Rosedale CDP, Washington",4421,135179,644500,1145,9,31,0,0,0,0,1281,53,59880
"Roslyn city, Washington",703,63947,369600,536,0,2,0,7,0,5,550,53,60055
"Roy city, Washington",910,77667,301100,235,0,27,0,0,0,0,338,53,60160
"Royal City city, Washington",2270,42721,152800,271,6,41,17,47,35,30,619,53,60230
"Ruston town, Washington",1238,108269,603400,383,16,20,4,15,15,78,661,53,60510
"Ryderwood CDP, Washington",402,38245,144400,225,0,0,0,0,0,0,246,53,60580
"St. John town, Washington",608,64464,148500,229,2,0,0,0,10,0,275,53,60860
"Salmon Creek CDP, Washington",19809,86110,387100,6032,419,95,195,198,262,203,7910,53,61000
"Sammamish city, Washington",66532,195648,939600,18747,1142,9,479,818,688,209,22467,53,61115
"Santiago CDP, Washington",76,65750,165000,39,0,0,0,0,0,0,45,53,61235
"Satsop CDP, Washington",605,71607,329700,205,0,0,0,0,0,0,230,53,61350
"Schwana CDP, Washington",736,66410,-666666666,42,0,0,0,0,0,0,178,53,61925
"Seabeck CDP, Washington",860,100781,475400,436,0,0,0,0,0,0,487,53,62120
"SeaTac city, Washington",30867,73540,364400,5267,346,224,554,1132,1606,1206,11782,53,62288
"Seattle city, Washington",726054,105391,767500,144280,20309,7578,12691,19402,26139,45203,362809,53,63000
"Sedro-Woolley city, Washington",12266,66554,298100,3431,186,207,100,81,146,106,4665,53,63210
"Sekiu CDP, Washington",50,-666666666,-666666666,17,0,0,0,0,0,0,17,53,63245
"Selah city, Washington",8081,64468,270000,2343,381,160,0,221,124,250,3549,53,63280
"Sequim city, Washington",7896,41571,252900,1706,287,194,273,113,241,381,3956,53,63385
"Shadow Lake CDP, Washington",2200,113942,587900,864,0,0,12,0,0,0,921,53,63545
"Shelton city, Washington",10288,48000,208400,2325,61,126,242,172,125,56,3489,53,63735
"Shoreline city, Washington",58213,95623,627500,15503,1072,353,663,702,921,2024,23283,53,63960
"Silvana CDP, Washington",17,-666666666,-666666666,0,0,0,0,0,0,0,17,53,64190
"Silverdale CDP, Washington",21301,87558,393700,4692,418,216,352,609,958,676,8800,53,64365
"Silver Firs CDP, Washington",22122,137577,587900,6846,220,11,40,157,15,49,7488,53,64380
"Sisco Heights CDP, Washington",3257,123542,497500,955,10,0,0,0,0,0,1147,53,64610
"Skamokawa Valley CDP, Washington",249,16934,-666666666,161,0,0,0,0,0,0,175,53,64755
"Skokomish CDP, Washington",593,51625,147900,155,1,1,0,0,0,2,182,53,64775
"Skykomish town, Washington",104,46250,268800,108,0,0,0,3,0,0,112,53,64855
"Snohomish city, Washington",10091,77308,435500,2755,187,115,424,276,384,170,4472,53,65170
"Snoqualmie city, Washington",13718,171241,681500,3716,457,137,132,83,26,21,4588,53,65205
"Snoqualmie Pass CDP, Washington",430,120820,707500,308,10,26,6,0,20,64,484,53,65275
"Soap Lake city, Washington",1333,36767,121000,368,0,1,120,68,85,0,921,53,65345
"South Bend city, Washington",1728,46115,145100,518,4,0,34,12,10,42,766,53,65625
"South Cle Elum town, Washington",778,68214,291900,324,0,0,0,15,0,0,349,53,65765
"South Creek CDP, Washington",2019,70914,367700,719,0,0,0,0,0,0,1087,53,65810
"South Hill CDP, Washington",66713,95000,372000,16689,1221,285,715,681,828,257,22576,53,65922
"South Prairie town, Washington",357,92083,265800,138,0,0,0,0,0,0,148,53,66045
"South Wenatchee CDP, Washington",1383,52326,112200,290,0,28,0,0,0,39,426,53,66185
"Southworth CDP, Washington",2017,109440,474200,944,22,30,0,0,0,0,1006,53,66220
"Spanaway CDP, Washington",34670,81018,299300,9143,743,360,255,146,137,82,11709,53,66255
"Spangle city, Washington",265,64643,169500,83,0,0,0,0,0,0,123,53,66290
"Spokane city, Washington",225709,56977,236300,63584,2791,3072,4059,5344,6208,5910,99933,53,67000
"Spokane Valley city, Washington",102178,60079,250500,26346,2559,732,1246,2277,3462,2211,43891,53,67167
"Sprague city, Washington",571,63594,89700,219,0,5,1,0,0,0,261,53,67175
"Springdale town, Washington",506,45774,116400,81,2,0,0,0,0,0,151,53,67210
"Stansberry Lake CDP, Washington",2062,132656,312400,589,0,0,0,0,0,0,718,53,67435
"Stanwood city, Washington",7776,89231,419000,2238,54,30,104,79,89,120,2968,53,67455
"Starbuck town, Washington",159,48438,134100,65,0,0,0,0,0,0,107,53,67490
"Startup CDP, Washington",549,-666666666,277600,181,0,0,0,0,0,0,265,53,67595
"Steilacoom town, Washington",6673,95316,442500,1860,331,74,151,207,135,21,2821,53,67770
"Steptoe CDP, Washington",109,34722,106300,52,0,0,0,0,0,0,70,53,67805
"Stevenson city, Washington",1572,66250,383900,471,17,56,44,30,29,21,758,53,67875
"Sudden Valley CDP, Washington",7251,89500,346500,2759,64,0,86,39,75,0,3034,53,68200
"Sultan city, Washington",5208,73530,315900,1528,138,0,52,0,34,15,1982,53,68260
"Sumas city, Washington",1392,62063,257500,354,16,24,32,10,47,5,520,53,68330
"Summit CDP, Washington",8897,92837,347700,2771,107,21,162,29,0,55,3521,53,68365
"Summit View CDP, Washington",8593,90330,344700,1926,309,34,127,287,241,123,3224,53,68410
"Summitview CDP, Washington",2009,74393,320300,705,0,0,0,0,0,0,769,53,68417
"Sumner city, Washington",10545,77601,390700,2415,218,140,473,128,300,325,4383,53,68435
"Suncrest CDP, Washington",5459,91750,298500,1743,0,0,0,0,0,0,2072,53,68460
"Sunday Lake CDP, Washington",845,99737,594800,477,0,0,0,0,0,0,488,53,68480
"Sunland Estates CDP, Washington",88,99821,373500,281,0,0,0,0,0,0,491,53,68557
"Sunnyside city, Washington",16343,43750,152900,2340,70,367,49,244,155,66,4544,53,68750
"Sunnyslope CDP, Washington",3505,107429,510300,1227,0,15,0,0,0,0,1383,53,68785
"Suquamish CDP, Washington",4251,72019,331200,1591,31,20,6,3,0,0,1999,53,69170
"Swede Heaven CDP, Washington",1180,109583,323400,492,0,0,0,0,0,0,575,53,69280
"Tacoma city, Washington",217332,69956,347100,57874,2754,2684,4302,5510,5458,4900,92347,53,70000
"Taholah CDP, Washington",685,34327,81300,186,0,0,6,2,0,0,271,53,70175
"Tampico CDP, Washington",395,79926,315500,108,0,0,0,0,0,0,125,53,70245
"Tanglewilde CDP, Washington",7068,80828,307900,1717,70,156,88,198,112,111,2649,53,70280
"Tehaleh CDP, Washington",5226,122913,586400,1656,14,0,0,17,0,0,1687,53,70543
"Tekoa city, Washington",742,48214,166400,265,0,18,0,9,21,0,353,53,70560
"Tenino city, Washington",1854,55202,223300,504,5,68,11,3,108,0,772,53,70630
"Terrace Heights CDP, Washington",9114,74176,268700,2737,93,64,226,78,123,25,4220,53,70805
"Thorp CDP, Washington",79,-666666666,353300,31,0,0,0,0,0,0,42,53,71225
"Three Lakes CDP, Washington",3489,132250,571300,1077,9,25,0,0,0,0,1235,53,71330
"Tieton city, Washington",2044,51742,146900,262,79,14,11,4,16,7,534,53,71400
"Tokeland CDP, Washington",205,19167,-666666666,117,0,0,0,0,0,0,139,53,71680
"Toledo city, Washington",485,58542,189700,171,0,16,0,0,12,0,249,53,71785
"Tonasket city, Washington",980,36691,165200,271,0,52,21,27,7,22,461,53,71890
"Toppenish city, Washington",8843,57268,159200,1904,25,37,135,151,40,11,2440,53,71960
"Torboy CDP, Washington",223,-666666666,-666666666,24,0,0,0,0,0,0,43,53,71995
"Touchet CDP, Washington",370,87431,211100,117,11,0,0,0,0,0,145,53,72030
"Town and Country CDP, Washington",5479,77182,242400,1746,61,26,59,106,39,72,2183,53,72170
"Tracyton CDP, Washington",5563,75912,306700,1614,131,12,22,70,26,17,2203,53,72205
"Trout Lake CDP, Washington",732,66103,539100,302,6,0,0,0,0,0,333,53,72450
"Tukwila city, Washington",21545,71688,373200,3312,181,224,599,663,1317,1057,8255,53,72625
"Tumwater city, Washington",24855,77849,343300,6181,533,377,254,1083,584,150,10072,53,72905
"Twin Lakes CDP, Washington",87,31875,-666666666,113,0,3,0,0,0,0,221,53,73065
"Twisp town, Washington",1211,55227,198300,288,0,37,9,42,19,0,563,53,73080
"Union CDP, Washington",307,-666666666,162500,178,0,0,0,0,0,0,192,53,73255
"Union Gap city, Washington",6499,52552,140200,1349,80,91,33,31,23,30,2198,53,73290
"Union Hill-Novelty Hill CDP, Washington",23060,167609,927600,6993,760,23,54,120,175,153,8626,53,73307
"Uniontown town, Washington",351,68750,279500,121,0,0,0,0,0,0,148,53,73360
"University Place city, Washington",34565,84673,430500,7894,1022,502,1073,1027,918,600,14277,53,73465
"Upper Elochoman CDP, Washington",125,-666666666,284500,50,0,0,0,0,0,0,50,53,73580
"Vader city, Washington",787,55101,200400,203,0,0,6,0,0,0,284,53,73780
"Valley CDP, Washington",108,28788,138900,36,0,0,0,0,0,0,54,53,73885
"Vancouver city, Washington",188331,67462,343900,42054,5435,4080,4380,6124,4382,2968,79124,53,74060
"Vantage CDP, Washington",0,-666666666,-666666666,0,0,0,0,0,0,0,0,53,74200
"Vashon CDP, Washington",10886,94123,597000,4687,0,80,38,142,36,86,5451,53,74305
"Vaughn CDP, Washington",1201,147539,359500,333,0,0,0,0,0,0,500,53,74445
"Venersborg CDP, Washington",4011,113384,561600,1298,23,0,0,0,0,0,1409,53,74585
"Verlot CDP, Washington",522,132743,391700,167,0,0,0,0,0,0,177,53,74760
"Waitsburg city, Washington",999,64583,217300,302,12,8,0,29,0,0,459,53,75565
"Walla Walla city, Washington",33765,55648,262600,9121,591,522,592,806,317,542,13839,53,75775
"Walla Walla East CDP, Washington",2062,78387,370400,835,0,0,0,0,0,0,848,53,75810
"Waller CDP, Washington",7907,103611,367000,2494,86,62,40,7,0,0,3090,53,75905
"Wallula CDP, Washington",39,53036,137500,25,0,0,0,0,0,0,25,53,75985
"Wapato city, Washington",4652,47955,114300,819,30,85,28,180,52,22,1323,53,76125
"Warden city, Washington",2504,46189,120400,381,21,49,58,55,42,10,861,53,76160
"Warm Beach CDP, Washington",3313,106316,483800,988,16,31,85,0,9,44,1380,53,76195
"Washougal city, Washington",16664,95894,376000,4780,300,269,312,139,74,59,6240,53,76405
"Washtucna town, Washington",182,57083,65000,130,0,0,0,0,0,0,165,53,76440
"Waterville town, Washington",1461,66404,198400,567,0,0,23,4,0,2,659,53,76510
"Wauna CDP, Washington",4506,103906,372500,1509,127,9,0,0,0,0,1845,53,76615
"Waverly town, Washington",181,57583,115800,20,0,2,0,0,0,0,65,53,76720
"Wenatchee city, Washington",35086,60285,296800,8445,446,704,1094,433,581,844,14183,53,77105
"West Clarkston-Highland CDP, Washington",6080,42348,213500,1774,130,93,119,15,51,51,2675,53,77297
"West Pasco CDP, Washington",1604,99412,437200,487,0,0,0,0,0,0,513,53,77612
"Westport city, Washington",2199,51354,201700,1035,39,88,34,38,98,101,1700,53,77630
"West Richland city, Washington",15988,109209,322200,4391,20,8,72,131,50,5,5335,53,77665
"Wheeler CDP, Washington",230,-666666666,-666666666,0,0,0,0,0,0,0,133,53,78050
"Whidbey Island Station CDP, Washington",2644,34079,-666666666,0,23,23,3,22,0,9,80,53,78155
"White Center CDP, Washington",15716,71827,462800,3506,561,256,311,478,332,273,6041,53,78225
"White Salmon city, Washington",2519,62953,380100,839,26,53,109,45,44,0,1271,53,78330
"White Swan CDP, Washington",759,48750,74500,79,6,9,0,0,0,0,151,53,78365
"Wilbur town, Washington",677,62589,169900,325,0,0,5,13,13,15,431,53,78680
"Wilderness Rim CDP, Washington",2270,123819,475500,743,0,0,0,10,0,0,776,53,78780
"Wilkeson town, Washington",494,91429,294600,162,0,0,0,0,0,0,190,53,78925
"Willapa CDP, Washington",133,48875,158000,61,0,0,0,0,0,0,61,53,78995
"Wilson Creek town, Washington",219,37500,130000,89,0,0,0,2,0,0,127,53,79135
"Winlock city, Washington",1924,61875,198100,508,0,14,0,11,0,22,638,53,79275
"Winthrop town, Washington",351,56382,269200,187,33,20,0,10,3,0,280,53,79380
"Wishram CDP, Washington",489,36979,146600,149,0,0,0,15,0,0,205,53,79485
"Wollochet CDP, Washington",7020,112000,609500,2250,200,9,50,64,191,18,2874,53,79555
"Woodinville city, Washington",13247,127689,770800,3152,338,49,154,227,322,318,5765,53,79590
"Woodland city, Washington",6368,74221,275900,1480,139,54,110,177,114,118,2440,53,79625
"Woods Creek CDP, Washington",6226,126674,512100,1799,53,41,0,0,0,0,2052,53,79825
"Woodway city, Washington",1119,188125,1235700,445,0,7,0,0,0,0,452,53,79835
"Yacolt town, Washington",1482,78333,314600,486,0,0,0,6,0,0,543,53,79975
"Yakima city, Washington",96266,50673,206600,21980,1999,2137,2612,1271,1175,1118,36081,53,80010
"Yarrow Point town, Washington",1365,250001,2000001,479,6,0,0,0,0,0,490,53,80150
"Yelm city, Washington",10205,83027,315400,2529,89,0,83,190,84,133,3264,53,80220
"Zillah city, Washington",3154,64201,222500,813,6,53,36,32,21,40,1139,53,80500
"Washington CDP, West Virginia",1226,-666666666,171200,627,13,0,0,0,0,0,640,54,84724
"Port Washington city, Wisconsin",12273,70333,219500,3024,336,247,198,639,433,254,5212,55,64450
"El Paso CDP, Arkansas",695,55729,108000,204,0,0,0,0,0,0,387,05,21520
"El Paso de Robles (Paso Robles) city, California",31593,75569,502000,8804,988,337,915,663,401,120,12556,06,22300
"El Paso city, Illinois",2896,58179,120600,808,39,30,83,24,11,0,1063,17,23737
"El Paso city, Texas",676395,51325,137600,174328,9745,7128,11866,15954,14982,7629,258295,48,24000
"Las Vegas city, Nevada",634786,61356,302100,159893,12221,3075,19586,22433,13525,7322,257779,32,40000
"North Las Vegas city, Nevada",259638,64738,279800,65143,2726,1309,4676,4392,3049,1424,85930,32,51800
"Las Vegas city, New Mexico",13247,34335,123300,3460,276,429,377,318,194,155,6630,35,39940
"Bostonia CDP, California",18074,66407,422900,2008,493,125,106,591,550,366,5897,06,07624
"Boston city, Georgia",1214,40750,82100,318,0,9,21,31,4,3,569,13,09460
"New Boston city, Illinois",608,40125,78400,199,4,0,25,0,0,0,307,17,52220
"Boston town, Indiana",217,41563,66000,64,5,11,0,0,0,0,80,18,06652
"Boston CDP, Kentucky",128,-666666666,154200,74,0,0,0,0,0,0,93,21,08722
"Boston city, Massachusetts",672814,81744,610400,36043,18855,38901,70873,33807,23238,26627,300437,25,07000
"New Boston CDP, New Hampshire",241,250001,-666666666,58,0,15,0,0,16,0,89,33,50660
"North Boston CDP, New York",2568,53910,174000,987,45,12,37,156,0,0,1390,36,51583
"Boston Heights village, Ohio",1257,101927,371200,526,11,0,3,0,0,0,540,39,07790
"New Boston village, Ohio",2672,30000,48100,770,0,36,72,27,23,92,1212,39,54166
"Boston CDP, Pennsylvania",317,56656,96400,157,0,0,0,18,0,0,175,42,07688
"New Boston CDP, Pennsylvania",124,55903,57100,48,54,0,0,0,0,0,109,42,53272
"New Boston city, Texas",4631,53065,83000,1688,18,35,135,133,20,16,2215,48,50808
"Boston CDP, Virginia",629,50694,-666666666,148,0,0,0,0,0,0,217,51,08675
"South Boston town, Virginia",8011,45408,142000,2739,132,41,336,196,51,108,3690,51,73712
"Detroit town, Alabama",261,-666666666,67200,72,0,41,18,0,0,0,144,01,20392
"Detroit village, Illinois",24,-666666666,63600,21,0,0,0,0,0,0,29,17,19681
"Detroit CDP, Kansas",82,-666666666,87900,41,0,0,0,0,0,0,41,20,17875
"Detroit city, Michigan",645658,34762,57700,214845,22059,20538,8255,8320,9980,12255,327623,26,22000
"Detroit Beach CDP, Michigan",2167,65789,126400,972,0,0,0,0,0,0,972,26,22040
"Detroit Lakes city, Minnesota",9717,57229,208600,3184,235,109,50,204,271,349,4803,27,15832
"Detroit city, Oregon",78,53750,203100,245,2,3,0,0,2,0,323,41,19100
"Detroit town, Texas",763,33750,91900,169,0,34,52,2,0,0,300,48,20128
"Portland city, Arkansas",457,50625,56400,164,0,0,6,0,0,0,205,05,56750
"Portland CDP, Colorado",111,90536,475000,37,3,2,0,0,0,0,42,08,60765
"Portland CDP, Connecticut",6224,88164,226700,2019,71,328,170,19,32,15,2687,09,61870
"Portland city, Indiana",6334,42668,79800,2196,75,161,142,107,31,93,2948,18,61236
"Portland CDP, Iowa",15,-666666666,-666666666,8,0,0,0,0,0,0,8,19,64155
"Portland city, Maine",68063,66109,341700,12946,1776,3399,5303,3694,2091,2152,34812,23,60545
"South Portland city, Maine",26428,73899,293700,7223,712,1248,941,420,317,493,12422,23,71990
"Portland city, Michigan",3940,64265,138600,1043,54,33,53,109,115,118,1605,26,65860
"Portlandville CDP, New York",214,66588,-666666666,99,8,0,0,0,0,0,116,36,59443
"Portland city, North Dakota",604,70375,161900,193,20,6,34,13,9,0,277,38,63900
"Portland city, Oregon",647176,78476,462800,160520,13578,10681,15189,13250,15946,20567,296479,41,59000
"Portland borough, Pennsylvania",507,58068,175000,185,6,19,28,2,0,0,240,42,62264
"Portland city, Tennessee",13031,59407,173900,3836,102,255,224,204,29,0,5015,47,60280
"Portland city, Texas",19914,82439,185400,5839,145,230,478,616,161,321,8063,48,58904
"Louisville town, Alabama",562,37679,-666666666,190,0,0,11,0,0,0,341,01,44344
"Louisville city, Colorado",21091,125124,677000,5833,627,139,54,395,539,487,8665,08,46355
"Louisville city, Georgia",2545,31923,94700,794,0,138,0,4,0,2,1046,13,47560
"Louisville village, Illinois",1163,35897,66700,390,2,12,30,49,0,0,561,17,44927
"Louisville city, Kansas",163,-666666666,47800,60,0,0,0,0,0,0,130,20,42925
"Louisville/Jefferson County metro government (balance), Kentucky",630260,58357,174400,183214,11016,7042,23585,19254,15022,9399,285274,21,48006
"West Louisville CDP, Kentucky",0,-666666666,-666666666,0,0,0,0,0,0,0,0,21,81876
"Louisville city, Mississippi",6108,34654,103400,2104,0,208,49,107,40,11,2578,28,42280
"Louisville city, Nebraska",1464,85526,171200,427,22,14,2,19,48,26,565,31,29260
"Louisville city, Ohio",9497,60986,161300,2806,145,441,238,200,23,193,4194,39,45094
"St. Louisville village, Ohio",372,61667,116100,135,6,0,1,0,0,0,143,39,69652
"Louisville city, Tennessee",4337,81369,252600,1806,56,12,0,28,10,0,2055,47,43820
"Memphis town, Alabama",6,2499,-666666666,11,0,0,0,0,0,0,11,01,48052
"West Memphis city, Arkansas",24666,35099,89400,7700,130,362,474,1429,359,298,11079,05,74540
"Memphis CDP, Florida",11012,59613,182500,3109,268,193,23,71,0,0,4057,12,44175
"Memphis CDP, Indiana",790,81111,179400,291,0,0,0,0,0,0,304,18,48384
"Memphis city, Michigan",1050,52868,150900,336,4,3,9,32,81,31,504,26,52960
"Memphis city, Missouri",1773,38094,76700,706,14,59,72,14,16,1,940,29,47270
"Memphis village, Nebraska",64,-666666666,118800,15,0,0,0,0,0,0,27,31,31640
"Memphis city, Tennessee",634139,43981,113700,175699,14916,6788,19866,29111,17917,7045,290177,47,48000
"Memphis city, Texas",2208,41685,63500,973,7,30,38,0,3,0,1097,48,47616
"Baltimore city, Maryland",592211,54124,175300,43042,149324,14615,16871,17300,12674,7999,293718,24,04000
"Baltimore Highlands CDP, Maryland",7506,56471,206200,1274,1313,63,68,76,101,0,2987,24,04050
"Woodlawn CDP (Baltimore County), Maryland",42053,72775,227800,7108,4519,83,231,1663,1409,214,15825,24,86475
"New Baltimore city, Michigan",12147,82464,245400,3537,282,179,158,208,133,54,4818,26,57100
"New Baltimore CDP, New York",560,-666666666,241200,242,0,0,0,0,0,0,254,36,49924
"Baltimore village, Ohio",2985,45861,157300,954,69,64,149,78,0,11,1365,39,03758
"New Baltimore CDP, Ohio",1485,84903,169200,446,0,0,0,18,20,0,564,39,54082
"North Baltimore village, Ohio",3493,51754,106500,1031,28,71,108,90,0,57,1520,39,56154
"New Baltimore borough, Pennsylvania",187,76875,79100,71,0,0,0,10,0,0,86,42,53168
"New Baltimore CDP, Virginia",11517,160228,522100,3473,74,53,0,0,0,0,3657,51,55528
"Albuquerque city, New Mexico",562336,56366,214600,157293,13648,4217,16171,11709,11975,11259,252924,35,02000
"Los Ranchos de Albuquerque village, New Mexico",5904,64304,445300,2225,41,43,64,51,16,83,2673,35,43930
"Milwaukee CDP, North Carolina",187,52594,115600,148,0,0,0,0,0,0,164,37,43320
"Milwaukee city, Wisconsin",578198,45318,135600,101310,11202,57055,19002,15213,10565,16974,257267,55,53000
"South Milwaukee city, Wisconsin",20785,61046,170900,5255,392,1083,539,816,357,330,9140,55,75125
"West Milwaukee village, Wisconsin",4108,43823,155900,511,33,700,104,288,91,154,2171,55,85875
"Corona de Tucson CDP, Arizona",9627,101821,256800,2916,58,0,0,0,0,0,2974,04,16030
"South Tucson city, Arizona",4726,31907,97300,980,173,152,90,53,109,87,1824,04,68850
"Tucson city, Arizona",538167,48058,177800,128275,19227,7121,10843,12250,16872,13984,242525,04,77000
"Tucson Estates CDP, Arizona",12411,58917,158400,2671,166,0,115,25,0,0,6418,04,77035
