period,stateid,stateDescription,sectorid,sectorName,price,sales,price-units,sales-units
2024-01,ND,North Dakota,RES,residential,9.88,618.55992,cents per kilowatthour,million kilowatthours
2024-01,NC,North Carolina,RES,residential,13.07,6696.5605,cents per kilowatthour,million kilowatthours
2024-01,NY,New York,RES,residential,23.44,4437.97031,cents per kilowatthour,million kilowatthours
2024-01,NM,New Mexico,RES,residential,13.76,654.53289,cents per kilowatthour,million kilowatthours
2024-01,NJ,New Jersey,RES,residential,17.9,2560.04823,cents per kilowatthour,million kilowatthours
2024-01,NH,New Hampshire,RES,residential,25.07,448.15759,cents per kilowatthour,million kilowatthours
2024-01,NV,Nevada,RES,residential,16.38,940.73186,cents per kilowatthour,million kilowatthours
2024-01,NE,Nebraska,RES,residential,9.85,1246.14243,cents per kilowatthour,million kilowatthours
2024-01,MT,Montana,RES,residential,11.98,676.10302,cents per kilowatthour,million kilowatthours
2024-01,MO,Missouri,RES,residential,10.82,4043.86866,cents per kilowatthour,million kilowatthours
2024-01,MS,Mississippi,RES,residential,12.72,1915.81842,cents per kilowatthour,million kilowatthours
2024-01,MN,Minnesota,RES,residential,14.04,2364.42455,cents per kilowatthour,million kilowatthours
2024-01,US,U.S. Total,RES,residential,15.45,142838.92146,cents per kilowatthour,million kilowatthours
2024-01,PACN,Pacific Noncontiguous,RES,residential,34.01,455.88679,cents per kilowatthour,million kilowatthours
2024-01,PACC,Pacific Contiguous,RES,residential,21.11,14495.83095,cents per kilowatthour,million kilowatthours
2024-01,MI,Michigan,RES,residential,18.34,3116.87063,cents per kilowatthour,million kilowatthours
2024-01,MA,Massachusetts,RES,residential,28.34,1887.7355,cents per kilowatthour,million kilowatthours
2023-12,ENC,East North Central,RES,residential,15.95,15593.56189,cents per kilowatthour,million kilowatthours
2023-12,KS,Kansas,RES,residential,12.96,1041.64569,cents per kilowatthour,million kilowatthours
2023-12,IA,Iowa,RES,residential,11.88,1370.4964,cents per kilowatthour,million kilowatthours
2023-12,IN,Indiana,RES,residential,14.58,2746.70089,cents per kilowatthour,million kilowatthours
2023-12,IL,Illinois,RES,residential,14.98,3625.91653,cents per kilowatthour,million kilowatthours
2023-12,ID,Idaho,RES,residential,11.6,998.65564,cents per kilowatthour,million kilowatthours
2023-12,HI,Hawaii,RES,residential,41.6,240.42277,cents per kilowatthour,million kilowatthours
2023-12,NE,Nebraska,RES,residential,10.58,956.61627,cents per kilowatthour,million kilowatthours
2023-12,MT,Montana,RES,residential,12.61,582.39971,cents per kilowatthour,million kilowatthours
2023-12,MO,Missouri,RES,residential,11.52,2982.5336,cents per kilowatthour,million kilowatthours
2023-12,MS,Mississippi,RES,residential,13.25,1421.9767,cents per kilowatthour,million kilowatthours
2023-12,MN,Minnesota,RES,residential,13.94,2081.80681,cents per kilowatthour,million kilowatthours
2023-12,MI,Michigan,RES,residential,18.55,2850.61238,cents per kilowatthour,million kilowatthours
2023-12,MA,Massachusetts,RES,residential,28.85,1603.02596,cents per kilowatthour,million kilowatthours
2023-12,MD,Maryland,RES,residential,17.46,2433.70093,cents per kilowatthour,million kilowatthours
2023-12,ME,Maine,RES,residential,28.04,419.58667,cents per kilowatthour,million kilowatthours
2023-12,GA,Georgia,RES,residential,12.79,5062.69984,cents per kilowatthour,million kilowatthours
2023-12,FL,Florida,RES,residential,15.26,9011.0121,cents per kilowatthour,million kilowatthours
2023-12,DC,District of Columbia,RES,residential,17.75,187.07926,cents per kilowatthour,million kilowatthours
2023-12,DE,Delaware,RES,residential,16.32,428.31736,cents per kilowatthour,million kilowatthours
2023-12,LA,Louisiana,RES,residential,11.4,2217.97061,cents per kilowatthour,million kilowatthours
2023-12,KY,Kentucky,RES,residential,12.21,2257.6016,cents per kilowatthour,million kilowatthours
2023-12,MAT,Middle Atlantic,RES,residential,19.41,11513.21089,cents per kilowatthour,million kilowatthours
2023-12,NEW,New England,RES,residential,27.51,4054.41075,cents per kilowatthour,million kilowatthours
2023-12,WY,Wyoming,RES,residential,11.21,294.12113,cents per kilowatthour,million kilowatthours
2023-12,WI,Wisconsin,RES,residential,16.48,1987.50049,cents per kilowatthour,million kilowatthours
2023-12,WV,West Virginia,RES,residential,13.37,1114.99961,cents per kilowatthour,million kilowatthours
2023-12,WA,Washington,RES,residential,11,3970.38325,cents per kilowatthour,million kilowatthours
2023-12,VA,Virginia,RES,residential,13.61,4237.24476,cents per kilowatthour,million kilowatthours
2023-12,CT,Connecticut,RES,residential,26.86,1158.56311,cents per kilowatthour,million kilowatthours
2023-12,CO,Colorado,RES,residential,14.15,1739.45237,cents per kilowatthour,million kilowatthours
2023-12,CA,California,RES,residential,29.11,6554.61937,cents per kilowatthour,million kilowatthours
2023-12,AR,Arkansas,RES,residential,11.61,1498.6969,cents per kilowatthour,million kilowatthours
2023-12,AZ,Arizona,RES,residential,14.41,2403.65969,cents per kilowatthour,million kilowatthours
2023-12,AK,Alaska,RES,residential,24.7,211.10897,cents per kilowatthour,million kilowatthours
2023-12,AL,Alabama,RES,residential,14.13,2695.51377,cents per kilowatthour,million kilowatthours
2023-12,VT,Vermont,RES,residential,21.09,209.34637,cents per kilowatthour,million kilowatthours
2023-12,UT,Utah,RES,residential,10.86,937.12168,cents per kilowatthour,million kilowatthours
2023-12,TX,Texas,RES,residential,14.58,10743.56375,cents per kilowatthour,million kilowatthours
2023-12,TN,Tennessee,RES,residential,12.18,3502.20545,cents per kilowatthour,million kilowatthours
2023-12,SD,South Dakota,RES,residential,11.69,470.09274,cents per kilowatthour,million kilowatthours
2023-12,SC,South Carolina,RES,residential,13.61,2762.47753,cents per kilowatthour,million kilowatthours
2023-12,RI,Rhode Island,RES,residential,30.88,238.1583,cents per kilowatthour,million kilowatthours
2023-12,PA,Pennsylvania,RES,residential,17.53,4924.75363,cents per kilowatthour,million kilowatthours
2023-12,OR,Oregon,RES,residential,12.56,2006.71573,cents per kilowatthour,million kilowatthours
2023-12,OK,Oklahoma,RES,residential,10.99,1883.32974,cents per kilowatthour,million kilowatthours
2023-12,OH,Ohio,RES,residential,15.69,4382.83161,cents per kilowatthour,million kilowatthours
2023-12,ND,North Dakota,RES,residential,10.23,502.76437,cents per kilowatthour,million kilowatthours
2023-12,NC,North Carolina,RES,residential,13.22,5583.15607,cents per kilowatthour,million kilowatthours
2023-12,NY,New York,RES,residential,22.52,4300.17142,cents per kilowatthour,million kilowatthours
2023-12,NM,New Mexico,RES,residential,13.65,602.37844,cents per kilowatthour,million kilowatthours
2023-12,NJ,New Jersey,RES,residential,17.59,2288.28584,cents per kilowatthour,million kilowatthours
2023-12,NH,New Hampshire,RES,residential,24.98,425.73034,cents per kilowatthour,million kilowatthours
2023-12,NV,Nevada,RES,residential,15.55,902.75515,cents per kilowatthour,million kilowatthours
2023-12,US,U.S. Total,RES,residential,15.73,119052.47929,cents per kilowatthour,million kilowatthours
2023-12,PACN,Pacific Noncontiguous,RES,residential,33.7,451.53174,cents per kilowatthour,million kilowatthours
2023-12,PACC,Pacific Contiguous,RES,residential,20.72,12531.71835,cents per kilowatthour,million kilowatthours
2023-12,MTN,Mountain,RES,residential,13.46,8460.5438,cents per kilowatthour,million kilowatthours
2023-12,WSC,West South Central,RES,residential,13.46,16343.56099,cents per kilowatthour,million kilowatthours
2023-12,ESC,East South Central,RES,residential,12.87,9877.29752,cents per kilowatthour,million kilowatthours
2023-12,SAT,South Atlantic,RES,residential,14.24,30820.68747,cents per kilowatthour,million kilowatthours
2023-12,WNC,West North Central,RES,residential,12.11,9405.95587,cents per kilowatthour,million kilowatthours
2023-11,ESC,East South Central,RES,residential,13.53,7984.20296,cents per kilowatthour,million kilowatthours
2023-11,OH,Ohio,RES,residential,15.76,3701.46252,cents per kilowatthour,million kilowatthours
2023-11,ND,North Dakota,RES,residential,10.73,451.8545,cents per kilowatthour,million kilowatthours
2023-11,NC,North Carolina,RES,residential,13.63,4446.30857,cents per kilowatthour,million kilowatthours
2023-11,NY,New York,RES,residential,22.95,3614.03277,cents per kilowatthour,million kilowatthours
2023-11,NM,New Mexico,RES,residential,14.52,503.5874,cents per kilowatthour,million kilowatthours
2023-11,NJ,New Jersey,RES,residential,17.53,1953.21047,cents per kilowatthour,million kilowatthours
2023-11,NH,New Hampshire,RES,residential,25.85,349.36235,cents per kilowatthour,million kilowatthours
2023-11,NV,Nevada,RES,residential,17.11,805.15981,cents per kilowatthour,million kilowatthours
2023-11,NE,Nebraska,RES,residential,11.36,727.58273,cents per kilowatthour,million kilowatthours
2023-11,WA,Washington,RES,residential,11.08,3295.59543,cents per kilowatthour,million kilowatthours
2023-11,VA,Virginia,RES,residential,13.99,3426.23105,cents per kilowatthour,million kilowatthours
2023-11,VT,Vermont,RES,residential,21.57,182.4061,cents per kilowatthour,million kilowatthours
2023-11,UT,Utah,RES,residential,11.03,794.93578,cents per kilowatthour,million kilowatthours
2023-11,TX,Texas,RES,residential,14.6,10014.84718,cents per kilowatthour,million kilowatthours
2023-11,TN,Tennessee,RES,residential,12.68,2790.22489,cents per kilowatthour,million kilowatthours
2023-11,SD,South Dakota,RES,residential,12.12,393.64546,cents per kilowatthour,million kilowatthours
2023-11,SC,South Carolina,RES,residential,14.11,2188.80349,cents per kilowatthour,million kilowatthours
2023-11,RI,Rhode Island,RES,residential,31.23,221.77587,cents per kilowatthour,million kilowatthours
2023-11,PA,Pennsylvania,RES,residential,18.12,4066.58407,cents per kilowatthour,million kilowatthours
2023-11,OR,Oregon,RES,residential,12.94,1718.21498,cents per kilowatthour,million kilowatthours
2023-11,OK,Oklahoma,RES,residential,12.08,1493.51245,cents per kilowatthour,million kilowatthours
2023-11,MT,Montana,RES,residential,12.61,461.29639,cents per kilowatthour,million kilowatthours
2023-11,MO,Missouri,RES,residential,12.19,2436.37095,cents per kilowatthour,million kilowatthours
2023-11,MS,Mississippi,RES,residential,13.65,1206.1899,cents per kilowatthour,million kilowatthours
2023-11,MN,Minnesota,RES,residential,14.36,1743.45618,cents per kilowatthour,million kilowatthours
2023-11,MI,Michigan,RES,residential,18.44,2532.0114,cents per kilowatthour,million kilowatthours
2023-11,MA,Massachusetts,RES,residential,28.31,1401.89595,cents per kilowatthour,million kilowatthours
2023-11,SAT,South Atlantic,RES,residential,14.62,26622.44773,cents per kilowatthour,million kilowatthours
2023-11,WNC,West North Central,RES,residential,12.72,7697.18448,cents per kilowatthour,million kilowatthours
2023-11,ENC,East North Central,RES,residential,16.2,13450.00712,cents per kilowatthour,million kilowatthours
2023-11,MAT,Middle Atlantic,RES,residential,19.81,9633.82731,cents per kilowatthour,million kilowatthours
2023-11,NEW,New England,RES,residential,27.55,3521.47541,cents per kilowatthour,million kilowatthours
2023-11,WY,Wyoming,RES,residential,11.56,237.80279,cents per kilowatthour,million kilowatthours
2023-11,WI,Wisconsin,RES,residential,16.75,1687.54373,cents per kilowatthour,million kilowatthours
2023-11,WV,West Virginia,RES,residential,14.44,851.36127,cents per kilowatthour,million kilowatthours
2023-11,CT,Connecticut,RES,residential,26.95,974.16994,cents per kilowatthour,million kilowatthours
2023-11,CO,Colorado,RES,residential,14.61,1413.49032,cents per kilowatthour,million kilowatthours
2023-11,CA,California,RES,residential,29.41,6224.357,cents per kilowatthour,million kilowatthours
2023-11,AR,Arkansas,RES,residential,12.11,1210.23514,cents per kilowatthour,million kilowatthours
2023-11,AZ,Arizona,RES,residential,14.53,2105.80603,cents per kilowatthour,million kilowatthours
2023-11,AK,Alaska,RES,residential,24.08,180.01457,cents per kilowatthour,million kilowatthours
2023-11,AL,Alabama,RES,residential,14.89,2169.82616,cents per kilowatthour,million kilowatthours
2023-11,MD,Maryland,RES,residential,17.38,2033.88741,cents per kilowatthour,million kilowatthours
2023-11,ME,Maine,RES,residential,28.51,391.86519,cents per kilowatthour,million kilowatthours
2023-11,LA,Louisiana,RES,residential,11.37,2013.56225,cents per kilowatthour,million kilowatthours
2023-11,KY,Kentucky,RES,residential,13.13,1817.96201,cents per kilowatthour,million kilowatthours
2023-11,KS,Kansas,RES,residential,13.26,909.37212,cents per kilowatthour,million kilowatthours
2023-11,IA,Iowa,RES,residential,12.81,1034.90254,cents per kilowatthour,million kilowatthours
2023-11,IN,Indiana,RES,residential,14.64,2389.55689,cents per kilowatthour,million kilowatthours
2023-11,IL,Illinois,RES,residential,15.79,3139.43259,cents per kilowatthour,million kilowatthours
2023-11,ID,Idaho,RES,residential,11.55,813.30759,cents per kilowatthour,million kilowatthours
2023-11,HI,Hawaii,RES,residential,43.53,232.65211,cents per kilowatthour,million kilowatthours
2023-11,GA,Georgia,RES,residential,13.18,4142.59254,cents per kilowatthour,million kilowatthours
2023-11,FL,Florida,RES,residential,15.38,9061.47414,cents per kilowatthour,million kilowatthours
2023-11,DC,District of Columbia,RES,residential,16.93,162.46962,cents per kilowatthour,million kilowatthours
2023-11,DE,Delaware,RES,residential,17.23,309.31964,cents per kilowatthour,million kilowatthours
2023-11,US,U.S. Total,RES,residential,16.19,102427.52221,cents per kilowatthour,million kilowatthours
2023-11,PACN,Pacific Noncontiguous,RES,residential,35.04,412.66668,cents per kilowatthour,million kilowatthours
2023-11,PACC,Pacific Contiguous,RES,residential,21.52,11238.16741,cents per kilowatthour,million kilowatthours
2023-11,MTN,Mountain,RES,residential,13.89,7135.38611,cents per kilowatthour,million kilowatthours
2023-11,WSC,West South Central,RES,residential,13.69,14732.15702,cents per kilowatthour,million kilowatthours
2023-10,PACC,Pacific Contiguous,RES,residential,20.83,10065.31014,cents per kilowatthour,million kilowatthours
2023-10,OK,Oklahoma,RES,residential,13.27,1603.84742,cents per kilowatthour,million kilowatthours
2023-10,CO,Colorado,RES,residential,14.54,1449.19026,cents per kilowatthour,million kilowatthours
2023-10,CA,California,RES,residential,26.73,6037.123,cents per kilowatthour,million kilowatthours
2023-10,AR,Arkansas,RES,residential,12.71,1306.09624,cents per kilowatthour,million kilowatthours
2023-10,AZ,Arizona,RES,residential,14.52,2979.15832,cents per kilowatthour,million kilowatthours
2023-10,AK,Alaska,RES,residential,23.98,160.71812,cents per kilowatthour,million kilowatthours
2023-10,AL,Alabama,RES,residential,15.02,2153.5247,cents per kilowatthour,million kilowatthours
2023-10,OR,Oregon,RES,residential,13.24,1382.74002,cents per kilowatthour,million kilowatthours
2023-10,FL,Florida,RES,residential,15.48,11089.94654,cents per kilowatthour,million kilowatthours
2023-10,DC,District of Columbia,RES,residential,17.93,159.78302,cents per kilowatthour,million kilowatthours
2023-10,DE,Delaware,RES,residential,17.45,324.52889,cents per kilowatthour,million kilowatthours
2023-10,CT,Connecticut,RES,residential,28.98,835.891,cents per kilowatthour,million kilowatthours
2023-10,MTN,Mountain,RES,residential,13.9,7754.98068,cents per kilowatthour,million kilowatthours
2023-10,WSC,West South Central,RES,residential,14.05,18453.7429,cents per kilowatthour,million kilowatthours
2023-10,ESC,East South Central,RES,residential,13.5,8179.63499,cents per kilowatthour,million kilowatthours
2023-10,SAT,South Atlantic,RES,residential,15.11,26791.30771,cents per kilowatthour,million kilowatthours
